asset_id,asset_type,section_type,zone,age_years,inspection_interval_days,last_inspection_days_ago,overdue_ratio,traffic_density_trains_per_day,max_speed_kmph,load_tonnage_daily,weather_exposure_index,temperature_extremity_index,gradient_curvature_index,condition_rating,corrosion_index,historical_failures_last_2yrs,avg_repair_time_hours,redundancy_available,distance_from_depot_km,passenger_footfall_daily,freight_value_index,trains_affected_if_failure,risk_score,failure_within_30_days,criticality_score,urgency_score,impact_score,final_priority_score
AST-001878,Track,Yard,Southern,43.41,30,107.4,3.582,20.7,100,1350.4,0.779,0.207,0.345,1.08,0.398,3,18.7,True,8.5,626,0.764,7,0.8316,0,0.3711,0.95,0.2457,0.6352
AST-001879,Track,Main_Line,Eastern,23.02,30,3.6,0.121,18.3,100,4710.9,0.654,0.291,0.125,3.42,0.417,3,15.0,True,29.9,2906,0.339,4,0.4531,0,0.4553,0.1822,0.3332,0.368
AST-001880,OHE,Siding,Western,2.66,45,118.6,2.636,1.3,60,1315.5,0.478,0.463,0.231,3.7,0.286,0,16.4,True,12.0,152,0.051,1,0.3223,0,0.1633,0.703,0.0288,0.3258
AST-001881,Track,Siding,Eastern,35.19,30,8.7,0.289,11.5,100,761.4,0.685,0.468,0.372,3.42,0.34,3,18.1,True,26.6,333,0.452,2,0.3464,1,0.2915,0.227,0.1298,0.2676
AST-001882,Signal,Yard,Western,7.48,15,1.7,0.114,9.1,100,1428.8,0.489,0.205,0.072,4.31,0.325,0,10.5,False,57.2,730,0.266,10,0.1535,0,0.496,0.0303,0.3723,0.2583
AST-001883,Signal,Yard,Western,9.37,15,5.0,0.333,8.8,100,1192.3,0.55,0.283,0.419,4.24,0.362,0,19.2,True,24.6,727,0.045,1,0.2482,1,0.2867,0.0888,0.0755,0.194
AST-001884,Bridge,Branch_Line,NorthEastern,69.36,180,11.6,0.064,27.0,60,3521.2,0.718,0.061,0.468,3.71,0.509,0,18.3,False,23.1,1030,0.561,25,0.4844,0,0.6007,0.0171,0.5438,0.4114
AST-001885,Signal,Main_Line,Eastern,5.34,15,1.3,0.086,39.1,110,2754.1,0.681,0.506,0.361,4.33,0.409,0,27.5,False,40.1,1382,0.54,39,0.2062,0,0.755,0.023,0.6506,0.3917
AST-001886,Level_Crossing,Main_Line,NorthEastern,5.8,60,43.7,0.728,24.6,60,5159.9,0.648,0.625,0.767,4.07,0.364,0,26.4,False,18.1,4035,0.141,24,0.3893,1,0.6291,0.1941,0.6181,0.4468
AST-001887,Points_and_Crossing,Branch_Line,Central,14.29,20,24.1,1.204,27.4,80,3311.7,0.451,0.196,0.048,3.02,0.258,0,31.2,True,27.7,490,0.334,6,0.5206,0,0.436,0.3209,0.1426,0.3886
AST-001888,Level_Crossing,Siding,Central,23.0,60,33.9,0.565,2.0,130,966.5,0.623,0.225,0.294,2.9,0.297,1,10.9,False,8.7,143,0.368,1,0.4743,0,0.4925,0.2006,0.2913,0.3839
AST-001889,Track,Yard,Western,43.4,30,24.2,0.805,25.1,100,2626.7,0.473,0.234,0.454,2.52,0.378,0,11.7,True,33.1,971,0.114,7,0.4586,1,0.4386,0.2148,0.1446,0.3446
AST-001890,Track,Main_Line,Southern,21.46,30,32.2,1.072,41.9,110,1027.8,0.656,0.338,0.2,2.97,0.305,0,9.8,False,72.7,1075,0.523,36,0.3465,0,0.7218,0.2859,0.6042,0.4826
AST-001891,Track,Main_Line,Southern,9.3,30,23.0,0.767,50.3,60,2013.3,0.663,0.63,0.238,3.76,0.432,0,13.9,False,18.8,2052,0.21,58,0.3385,1,0.7114,0.2046,0.7513,0.4788
AST-001892,Track,Branch_Line,Western,6.11,30,78.7,2.622,24.0,100,1389.7,0.466,0.284,0.442,3.05,0.182,0,16.5,False,17.2,270,0.729,28,0.336,0,0.5941,0.6993,0.5317,0.5336
AST-001893,Signal,Main_Line,Northern,4.35,15,11.4,0.76,63.8,60,2524.7,0.345,0.324,0.164,4.13,0.258,0,12.2,False,42.0,1912,0.016,57,0.1063,0,0.7911,0.2028,0.695,0.4242
AST-001894,Track,Branch_Line,NorthEastern,25.48,30,34.2,1.141,20.8,100,3969.7,0.762,0.866,0.37,2.23,0.467,0,26.8,True,25.8,2303,0.153,3,0.5871,0,0.4503,0.3043,0.24,0.4233
AST-001895,Points_and_Crossing,Branch_Line,NorthEastern,11.09,20,74.4,3.718,32.3,100,3135.5,0.689,0.155,0.169,1.77,0.494,0,24.6,False,55.5,836,0.597,28,0.53,0,0.7015,0.8,0.5524,0.6523
AST-001896,Bridge,Siding,Northern,33.32,180,688.9,3.827,5.9,80,1810.9,0.391,0.295,0.662,2.22,0.214,0,2.2,True,10.4,356,0.46,1,0.4361,0,0.2477,0.8,0.1276,0.4243
AST-001897,Points_and_Crossing,Branch_Line,Central,18.0,20,21.4,1.071,39.2,110,4248.6,0.653,0.356,0.69,2.81,0.407,0,19.0,True,23.3,1082,0.685,7,0.5404,1,0.6003,0.2857,0.268,0.4538
AST-001898,Bridge,Main_Line,Northern,39.65,180,104.0,0.578,22.9,100,2645.2,0.409,0.439,0.194,3.36,0.136,0,19.6,False,37.6,1083,0.3,19,0.2017,0,0.6246,0.1541,0.4612,0.3556
AST-001899,OHE,Branch_Line,Southern,12.39,45,3.9,0.087,13.9,100,586.4,0.654,0.285,0.263,4.74,0.352,0,17.1,False,24.2,823,0.271,11,0.3178,0,0.5028,0.0233,0.3869,0.31
AST-001900,Signal,Main_Line,NorthEastern,16.36,15,53.0,3.531,35.0,80,3268.5,0.899,0.321,0.292,1.02,0.564,0,13.4,False,11.8,1664,0.107,22,0.5588,0,0.6855,0.8,0.4884,0.6466
AST-001901,Signal,Yard,Northern,22.21,15,13.4,0.89,22.6,100,414.1,0.264,0.746,0.343,2.46,0.38,0,7.9,False,30.6,145,0.244,24,0.5215,0,0.5553,0.2374,0.4008,0.4425
AST-001902,Track,Siding,Central,5.16,30,74.7,2.489,13.9,100,1613.7,0.258,0.386,0.076,3.49,0.076,0,16.4,True,26.9,218,0.494,4,0.3281,0,0.3336,0.6636,0.1404,0.3855
AST-001903,OHE,Siding,Western,33.12,45,2.4,0.054,11.9,110,1293.0,0.521,0.478,0.388,2.4,0.458,0,28.5,True,29.6,296,0.096,2,0.461,0,0.3295,0.0143,0.0556,0.2491
AST-001904,Points_and_Crossing,Main_Line,Central,13.06,20,13.4,0.671,38.0,130,10481.8,0.354,0.516,0.762,3.04,0.217,0,8.2,False,89.2,2176,0.212,36,0.0722,0,0.8536,0.1789,0.6338,0.4175
AST-001905,Track,Branch_Line,Eastern,9.42,30,93.8,3.126,33.5,100,4142.7,0.697,0.323,0.128,2.44,0.437,0,14.8,True,11.0,1469,0.483,8,0.5847,0,0.5402,0.8,0.2656,0.5773
AST-001906,Track,Main_Line,Western,34.82,30,6.1,0.204,64.2,130,3566.7,0.514,0.551,0.785,3.14,0.349,2,30.9,False,14.1,1293,0.658,63,0.311,0,0.957,0.1544,0.7893,0.5374
AST-001907,Level_Crossing,Yard,Southern,3.87,60,0.4,0.007,14.3,100,2937.6,0.773,0.147,0.115,4.93,0.447,1,20.0,False,29.9,508,0.112,10,0.0,0,0.5761,0.0518,0.323,0.2342
AST-001908,Level_Crossing,Main_Line,NorthEastern,3.28,60,44.1,0.735,61.8,110,5286.3,1.0,0.316,0.546,4.37,0.408,0,10.9,False,29.5,1369,0.158,72,0.4525,0,0.9615,0.196,0.6958,0.5776
AST-001909,Bridge,Main_Line,Northern,77.84,180,710.8,3.949,60.2,80,1779.6,0.154,0.273,0.516,1.0,0.16,4,24.5,False,14.9,1881,0.463,64,0.5401,0,0.8072,1.0,0.7994,0.7741
AST-001910,Points_and_Crossing,Main_Line,Southern,6.02,20,71.5,3.574,26.5,130,1801.6,0.577,0.371,0.384,2.35,0.343,0,11.7,False,52.2,4953,0.126,19,0.4053,0,0.6804,0.8,0.586,0.6136
AST-001911,Track,Main_Line,Central,23.22,30,6.3,0.211,32.9,100,2300.8,0.467,0.182,0.394,4.39,0.294,0,17.4,False,47.9,2265,0.232,25,0.1013,0,0.6804,0.0564,0.5811,0.3358
AST-001912,Bridge,Branch_Line,Southern,7.27,180,170.4,0.947,8.1,110,5380.3,0.443,0.592,0.234,4.1,0.259,0,34.0,True,6.5,908,0.615,2,0.3705,0,0.4153,0.2525,0.2103,0.3304
AST-001913,OHE,Main_Line,Northern,23.76,45,4.9,0.11,67.6,130,5153.2,0.145,0.442,0.551,4.02,0.18,0,7.0,False,34.6,568,0.13,56,0.3024,0,1.0,0.0293,0.5999,0.488
AST-001914,OHE,Main_Line,Central,23.64,45,20.1,0.447,29.8,60,5752.1,0.497,0.098,0.59,3.39,0.348,1,12.4,False,20.9,1751,0.099,34,0.4322,1,0.6639,0.1691,0.564,0.4557
AST-001915,Points_and_Crossing,Yard,Southern,8.12,20,72.3,3.615,9.4,100,4346.2,0.693,0.352,0.245,2.12,0.492,1,16.3,True,7.2,549,0.634,2,0.5919,1,0.3852,0.85,0.1841,0.5332
AST-001916,Points_and_Crossing,Siding,Northern,11.44,20,13.0,0.652,9.0,80,667.5,0.183,0.359,0.541,3.45,0.242,0,4.8,True,29.9,296,0.431,1,0.2498,0,0.2341,0.1739,0.1168,0.2062
AST-001917,Track,Yard,Central,36.51,30,8.0,0.268,16.1,100,1692.7,0.375,0.881,0.234,2.27,0.301,1,19.0,False,46.5,401,0.445,13,0.3276,0,0.5503,0.1215,0.3983,0.3535
AST-001918,Track,Branch_Line,Eastern,15.02,30,117.2,3.906,4.3,100,3099.1,0.649,0.412,0.574,2.42,0.338,0,18.4,False,20.6,767,0.51,3,0.7779,1,0.5138,0.8,0.3833,0.645
AST-001919,Signal,Main_Line,Northern,18.64,15,12.8,0.855,43.2,100,2236.6,0.443,0.283,0.066,3.27,0.317,1,7.6,False,8.9,926,0.098,46,0.5383,0,0.7473,0.278,0.5651,0.5399
AST-001920,Bridge,Branch_Line,Northern,27.58,180,86.9,0.483,40.9,80,2633.1,0.311,0.432,0.298,3.75,0.269,0,16.6,False,35.0,703,0.379,21,0.3907,0,0.7056,0.1287,0.4569,0.4296
AST-001921,Track,Main_Line,Southern,21.9,30,10.5,0.349,33.1,100,5670.5,0.859,0.759,0.281,4.05,0.561,0,20.4,True,20.0,1433,0.265,5,0.356,0,0.5627,0.0932,0.2016,0.3292
AST-001922,OHE,Branch_Line,Southern,1.57,45,10.2,0.226,10.3,110,3643.7,0.486,0.609,0.24,4.89,0.353,0,27.9,True,46.3,866,0.03,2,0.2269,0,0.3895,0.0603,0.0898,0.2135
AST-001923,Points_and_Crossing,Main_Line,Southern,14.74,20,13.9,0.693,93.2,80,7832.0,0.781,0.252,0.262,2.17,0.438,0,12.7,False,49.6,3259,0.325,61,0.6589,0,0.9038,0.1849,0.865,0.6448
AST-001924,Signal,Branch_Line,Western,5.24,15,12.5,0.83,20.9,110,1195.5,0.541,0.413,0.178,4.07,0.37,0,12.6,False,83.6,1272,0.376,23,0.2369,0,0.5866,0.2214,0.5153,0.3797
AST-001925,Signal,Siding,Eastern,7.04,15,36.8,2.452,7.0,100,921.4,0.773,0.651,0.355,2.89,0.487,0,11.7,True,11.2,829,0.098,1,0.6572,0,0.2664,0.654,0.0945,0.4548
AST-001926,Level_Crossing,Branch_Line,Southern,14.46,60,19.7,0.329,4.0,110,3860.2,0.642,0.193,0.345,4.25,0.47,0,6.2,True,47.2,2346,0.264,1,0.3129,0,0.3543,0.0877,0.2541,0.2602
AST-001927,Level_Crossing,Main_Line,Northern,28.26,60,203.5,3.392,43.5,80,3452.1,0.403,0.391,0.389,1.0,0.193,1,15.7,True,48.8,4418,0.083,7,0.671,0,0.5477,0.85,0.3074,0.6242
AST-001928,Points_and_Crossing,Main_Line,Central,19.31,20,12.6,0.629,30.3,60,1334.4,0.469,0.208,0.379,2.68,0.348,0,8.3,False,4.7,1238,0.247,22,0.6253,1,0.5575,0.1677,0.4808,0.4689
AST-001929,OHE,Main_Line,NorthEastern,33.67,45,12.4,0.277,22.6,80,2200.9,0.889,0.183,0.38,2.07,0.456,0,23.8,False,37.2,2873,0.031,14,0.53,0,0.5707,0.0738,0.5273,0.4278
AST-001930,Track,Siding,Southern,30.54,30,58.8,1.959,5.2,80,552.3,0.537,0.459,0.295,1.95,0.366,1,18.0,True,13.7,182,0.4,1,0.5642,1,0.2054,0.5725,0.101,0.3892
AST-001931,Track,Main_Line,Eastern,17.01,30,22.0,0.735,20.4,80,2353.4,0.734,0.843,0.549,3.28,0.509,0,15.3,False,23.4,946,0.527,23,0.4673,0,0.5607,0.1959,0.5184,0.4351
AST-001932,Track,Siding,Eastern,8.58,30,3.2,0.106,3.1,100,1275.4,0.643,0.523,0.127,4.67,0.428,0,8.5,False,19.2,282,0.189,2,0.2244,0,0.4514,0.0283,0.2729,0.2507
AST-001933,Points_and_Crossing,Branch_Line,Northern,2.4,20,14.1,0.706,18.6,100,1810.8,0.397,0.216,0.1,3.58,0.192,0,20.4,True,5.5,693,0.379,5,0.3762,0,0.3707,0.1883,0.1628,0.2956
AST-001934,Signal,Branch_Line,NorthEastern,4.5,15,9.1,0.608,15.4,110,2997.5,0.784,0.3,0.128,4.81,0.536,0,38.1,True,17.1,306,0.212,5,0.2509,0,0.4043,0.1622,0.0971,0.2517
AST-001935,Points_and_Crossing,Main_Line,Northern,17.73,20,12.0,0.602,25.1,100,11396.3,0.353,0.523,0.327,2.85,0.217,1,7.8,False,27.4,1388,0.387,15,0.4293,0,0.7099,0.2105,0.4806,0.4665
AST-001936,Level_Crossing,Siding,Eastern,16.21,60,56.1,0.936,9.7,110,1082.4,0.685,0.174,0.167,3.69,0.374,1,35.3,True,29.4,587,0.36,2,0.3701,0,0.3089,0.2995,0.1325,0.2984
AST-001937,Track,Main_Line,NorthEastern,41.3,30,69.5,2.316,55.6,100,2716.3,0.816,0.428,0.537,1.38,0.652,1,26.0,False,67.1,1569,0.332,36,0.7554,0,0.8442,0.6677,0.6071,0.7379
AST-001938,Signal,Branch_Line,Southern,11.77,15,6.9,0.46,25.4,80,1970.2,0.643,0.527,0.569,4.53,0.37,0,8.0,True,10.2,1668,0.057,7,0.5485,1,0.3825,0.1227,0.1912,0.3387
AST-001939,OHE,Yard,Northern,28.34,45,2.7,0.059,6.6,60,605.4,0.384,0.502,0.483,2.09,0.291,0,4.8,False,28.1,432,0.063,4,0.1832,0,0.3776,0.0158,0.272,0.213
AST-001940,Track,Yard,Eastern,6.58,30,0.8,0.028,8.1,100,994.5,0.529,0.556,0.125,4.82,0.258,0,10.8,False,35.3,371,0.235,9,0.1797,0,0.4764,0.0075,0.3304,0.2483
AST-001941,Level_Crossing,Siding,Central,25.42,60,235.0,3.917,9.8,60,1663.3,0.401,0.957,0.105,1.0,0.303,0,26.5,False,39.3,446,0.518,10,0.6112,1,0.4305,0.8,0.3991,0.5724
AST-001942,Points_and_Crossing,Siding,Eastern,17.74,20,9.5,0.473,6.9,80,1285.6,0.704,0.058,0.101,2.56,0.558,0,18.0,False,35.4,525,0.018,7,0.4597,1,0.4382,0.1261,0.2881,0.3441
AST-001943,Track,Main_Line,Northern,33.02,30,23.2,0.773,43.4,100,3104.1,0.52,0.513,0.08,3.03,0.158,0,20.9,True,17.4,1498,0.329,14,0.3857,0,0.5746,0.2061,0.2724,0.3805
AST-001944,Points_and_Crossing,Main_Line,NorthEastern,14.34,20,10.1,0.505,18.9,110,4818.1,0.979,0.59,0.064,3.75,0.575,1,6.4,True,19.0,952,0.641,5,0.4065,0,0.4823,0.1847,0.2366,0.3483
AST-001945,Signal,Yard,Southern,19.79,15,17.3,1.156,25.8,110,1469.4,0.602,0.752,0.724,3.04,0.517,0,15.4,True,11.7,673,0.281,6,0.6021,0,0.4274,0.3081,0.1474,0.408
AST-001946,Signal,Siding,Eastern,6.33,15,8.9,0.591,6.6,110,1152.6,0.864,0.251,0.152,5.0,0.378,0,18.3,False,18.7,226,0.139,5,0.3088,0,0.49,0.1577,0.2757,0.3204
AST-001947,Points_and_Crossing,Siding,Northern,12.57,20,40.2,2.012,11.1,80,2184.4,0.196,0.403,0.573,2.47,0.209,0,26.8,True,38.4,217,0.456,3,0.4902,0,0.2933,0.5365,0.1268,0.3882
AST-001948,Points_and_Crossing,Main_Line,Central,17.45,20,13.0,0.651,39.3,100,2163.1,0.386,0.179,0.274,1.89,0.14,1,12.1,False,28.9,965,0.144,29,0.3632,0,0.7192,0.2235,0.4783,0.4523
AST-001949,Track,Branch_Line,Southern,2.08,30,19.9,0.663,9.4,60,4071.5,0.914,0.551,0.289,4.3,0.492,0,15.0,True,42.5,347,0.497,3,0.311,1,0.3001,0.1768,0.1458,0.2494
AST-001950,Signal,Yard,Central,24.1,15,4.2,0.278,23.2,80,1352.1,0.337,0.146,0.087,2.97,0.179,0,28.7,True,6.0,612,0.186,6,0.4982,0,0.3488,0.0742,0.1231,0.2911
AST-001951,Signal,Yard,Eastern,2.13,15,11.0,0.73,8.2,100,1281.2,0.765,0.352,0.208,3.74,0.478,0,7.7,False,60.2,257,0.024,7,0.3333,0,0.4857,0.1947,0.267,0.3344
AST-001952,Points_and_Crossing,Main_Line,Southern,6.13,20,73.9,3.693,26.4,60,2941.7,0.502,0.825,0.099,2.49,0.231,1,9.5,False,27.9,719,0.405,25,0.4926,0,0.5796,0.85,0.4868,0.6072
AST-001953,Track,Main_Line,Southern,24.98,30,54.1,1.803,49.9,60,6010.2,0.69,0.353,0.316,2.02,0.414,1,12.0,False,18.0,1825,0.521,46,0.4335,0,0.7984,0.5308,0.7246,0.611
AST-001954,Track,Yard,Central,20.83,30,22.0,0.732,13.7,60,1241.1,0.467,0.427,0.193,4.23,0.224,0,15.7,False,40.6,173,0.478,16,0.2807,0,0.4442,0.1953,0.4033,0.3268
AST-001955,Bridge,Branch_Line,Northern,69.11,180,347.9,1.933,38.6,60,3639.5,0.396,0.595,0.118,1.88,0.295,0,14.4,False,26.7,718,0.378,34,0.5194,0,0.6819,0.5154,0.5338,0.5693
AST-001956,OHE,Branch_Line,Western,13.02,45,46.8,1.04,36.9,110,3359.6,0.525,0.347,0.213,3.19,0.271,0,10.9,False,15.7,1285,0.282,25,0.2537,0,0.7582,0.2774,0.5094,0.4493
AST-001957,Track,Branch_Line,Central,10.24,30,2.0,0.067,12.6,100,2281.8,0.532,0.484,0.253,4.76,0.319,0,13.9,True,36.8,929,0.473,4,0.0287,0,0.3445,0.018,0.1954,0.1458
AST-001958,Bridge,Yard,Northern,48.07,180,192.7,1.07,6.6,110,827.6,0.526,0.484,0.598,3.71,0.313,1,6.4,False,5.0,190,0.204,6,0.3183,0,0.4803,0.3355,0.2917,0.3672
AST-001959,Points_and_Crossing,Yard,Eastern,12.51,20,26.4,1.321,18.5,80,1204.0,0.751,0.473,0.514,2.98,0.406,0,16.4,True,14.5,376,0.641,4,0.242,0,0.3136,0.3523,0.1829,0.2822
AST-001960,Track,Branch_Line,Central,24.66,30,53.3,1.775,26.9,100,4278.1,0.532,0.25,0.507,3.01,0.477,1,25.7,True,33.2,755,0.534,5,0.4695,1,0.4999,0.5234,0.1989,0.4515
AST-001961,Bridge,Siding,Eastern,77.39,180,132.0,0.733,3.7,60,840.5,0.808,0.183,0.741,1.81,0.52,0,11.0,True,5.9,123,0.829,1,0.5729,0,0.1654,0.1955,0.1818,0.2976
AST-001962,Signal,Yard,NorthEastern,10.12,15,14.3,0.951,7.9,100,1710.2,1.0,0.439,0.227,3.68,0.596,0,7.0,True,22.8,211,0.041,2,0.6725,0,0.2964,0.2536,0.0375,0.3597
AST-001963,Track,Main_Line,Eastern,28.31,30,19.8,0.658,15.0,80,12179.3,0.817,0.787,0.488,3.35,0.53,0,8.7,False,22.8,1334,0.591,16,0.5824,0,0.6038,0.1756,0.5227,0.4782
AST-001964,Track,Siding,NorthEastern,20.58,30,50.3,1.676,14.1,100,529.8,0.63,0.348,0.434,2.19,0.337,2,27.0,False,4.5,429,0.431,11,0.418,0,0.5022,0.5469,0.3861,0.4707
AST-001965,Signal,Branch_Line,Central,1.11,15,9.6,0.639,25.4,100,2071.0,0.445,0.338,0.279,4.35,0.27,0,10.1,True,22.5,166,0.078,6,0.0996,0,0.4236,0.1705,0.0644,0.2092
AST-001966,Level_Crossing,Main_Line,Southern,9.04,60,54.0,0.899,78.9,60,2855.4,0.671,0.132,0.137,3.18,0.462,0,15.3,False,38.1,4976,0.3,89,0.1929,0,0.801,0.2398,0.8601,0.4871
AST-001967,Signal,Main_Line,NorthEastern,16.96,15,5.0,0.334,29.7,110,8583.5,0.848,0.457,0.48,2.77,0.434,0,5.5,False,29.2,303,0.022,20,0.6325,0,0.7599,0.0891,0.3464,0.492
AST-001968,Track,Yard,Northern,31.85,30,33.2,1.105,17.4,100,678.4,0.441,0.279,0.428,2.98,0.367,0,8.0,True,30.7,134,0.198,5,0.5336,0,0.3288,0.2947,0.08,0.3444
AST-001969,Signal,Branch_Line,Southern,9.31,15,5.8,0.384,17.5,110,1563.9,0.814,0.367,0.21,3.63,0.403,0,12.2,False,17.9,1304,0.134,9,0.4476,1,0.5753,0.1024,0.3879,0.3907
AST-001970,Bridge,Branch_Line,Southern,40.96,180,20.2,0.112,50.8,100,2694.1,0.626,0.673,0.331,3.72,0.501,0,3.7,True,61.1,1114,0.387,16,0.5166,0,0.612,0.0299,0.2636,0.3856
AST-001971,Bridge,Branch_Line,NorthEastern,9.47,180,5.4,0.03,39.1,100,6482.7,0.794,0.495,0.397,4.02,0.278,0,11.0,False,63.7,829,0.015,30,0.1426,0,0.8033,0.0081,0.4471,0.3529
AST-001972,Bridge,Branch_Line,Eastern,52.2,180,182.1,1.012,37.8,100,1554.7,0.828,0.071,0.24,3.25,0.433,1,12.6,False,27.5,250,0.468,30,0.4512,0,0.6912,0.3199,0.4893,0.4961
AST-001973,Track,Main_Line,NorthEastern,24.25,30,19.6,0.653,58.4,110,4780.5,0.849,0.091,0.551,2.76,0.545,0,1.2,False,97.4,1204,0.352,44,0.5221,0,0.9443,0.1743,0.6273,0.5776
AST-001974,Bridge,Branch_Line,Southern,26.89,180,0.7,0.004,10.1,130,3519.1,0.645,0.504,0.364,4.49,0.434,0,20.3,False,10.6,643,0.157,5,0.246,0,0.623,0.0011,0.3142,0.3081
AST-001975,Level_Crossing,Branch_Line,Eastern,28.56,60,2.3,0.038,28.4,110,3675.7,0.799,0.23,0.22,2.92,0.549,1,16.7,True,52.0,817,0.132,7,0.7089,0,0.5113,0.0602,0.1353,0.4014
AST-001976,Signal,Main_Line,Southern,9.17,15,42.5,2.831,79.6,110,6056.0,0.784,0.213,0.541,3.13,0.384,0,2.8,False,1.6,1252,0.174,92,0.5967,0,0.9615,0.7548,0.6891,0.7595
AST-001977,Signal,Main_Line,Northern,3.44,15,3.4,0.224,65.0,100,4039.3,0.429,0.398,0.347,4.94,0.265,0,19.2,False,61.3,2158,0.17,34,0.1114,1,0.9135,0.0598,0.6122,0.4142
AST-001978,OHE,Siding,Central,30.3,45,142.2,3.161,13.1,110,892.3,0.458,0.497,0.209,1.32,0.287,3,24.2,True,34.3,276,0.042,3,0.6158,0,0.3259,0.95,0.0489,0.5273
AST-001979,Signal,Yard,Central,7.14,15,5.5,0.364,13.6,80,1469.1,0.494,0.866,0.477,3.84,0.326,0,12.9,True,26.3,377,0.559,2,0.6741,0,0.2884,0.097,0.155,0.3362
AST-001980,Signal,Branch_Line,Central,23.63,15,0.9,0.057,13.1,100,1734.6,0.321,0.493,0.628,3.15,0.281,0,12.0,False,33.5,644,0.174,10,0.436,0,0.5314,0.0152,0.3469,0.3461
AST-001981,Track,Siding,Central,22.06,30,25.1,0.838,5.8,100,594.0,0.464,0.367,0.278,2.76,0.285,0,16.2,False,6.8,71,0.108,5,0.3517,0,0.4486,0.2234,0.2567,0.3344
AST-001982,Points_and_Crossing,Branch_Line,Southern,4.39,20,11.0,0.552,19.2,110,2453.5,0.457,0.17,0.355,3.73,0.309,0,18.8,True,44.4,1528,0.776,5,0.1559,1,0.4133,0.1471,0.3117,0.2543
AST-001983,Signal,Yard,Northern,21.03,15,3.0,0.202,27.7,80,685.1,0.493,0.153,0.324,3.62,0.243,0,7.1,True,7.0,260,0.036,7,0.1893,0,0.359,0.0538,0.0697,0.1884
AST-001984,Bridge,Main_Line,NorthEastern,52.91,180,619.7,3.443,25.9,80,12416.3,0.876,0.545,0.262,1.05,0.673,0,9.8,False,21.8,510,0.188,13,0.4303,0,0.6768,0.8,0.356,0.5855
AST-001985,Points_and_Crossing,Siding,Eastern,15.0,20,6.6,0.329,11.4,110,1146.7,0.831,0.386,0.202,2.74,0.527,0,2.6,True,12.2,574,0.108,3,0.4048,0,0.3218,0.0876,0.0869,0.2529
AST-001986,OHE,Branch_Line,Eastern,1.83,45,5.2,0.116,40.7,100,4332.0,0.677,0.502,0.317,4.8,0.403,0,20.1,False,67.7,462,0.095,44,0.1933,1,0.7935,0.031,0.5142,0.3809
AST-001987,Signal,Siding,Southern,9.84,15,2.9,0.192,18.2,100,674.6,0.728,0.444,0.661,2.76,0.416,0,14.8,True,36.0,463,0.254,4,0.1946,0,0.3337,0.0511,0.1127,0.1882
AST-001988,OHE,Siding,Central,33.38,45,50.9,1.132,10.3,100,616.8,0.55,0.44,0.688,1.62,0.278,0,8.5,True,28.9,158,0.305,1,0.5003,0,0.2796,0.3018,0.08,0.3214
AST-001989,Track,Yard,Western,9.76,30,27.0,0.899,10.1,100,284.7,0.27,0.448,0.136,4.52,0.206,0,26.1,True,56.2,219,0.27,3,0.1989,0,0.2682,0.2397,0.0898,0.2135
AST-001990,Track,Branch_Line,Northern,22.68,30,1.8,0.06,35.0,100,1306.5,0.346,0.096,0.3,4.13,0.264,0,18.8,True,13.4,314,0.726,8,0.1985,0,0.4649,0.016,0.218,0.2357
AST-001991,Track,Main_Line,Northern,15.22,30,65.4,2.179,32.4,80,6243.2,0.515,0.412,0.276,3.12,0.297,0,9.6,False,52.5,656,0.442,29,0.3115,0,0.7197,0.5811,0.5122,0.5315
AST-001992,Signal,Siding,Central,23.65,15,42.7,2.849,5.6,60,791.7,0.337,0.091,0.155,1.22,0.314,1,9.5,True,5.1,151,0.1,1,0.6551,0,0.1764,0.8099,0.0384,0.4577
AST-001993,Bridge,Main_Line,Eastern,58.34,180,169.5,0.942,71.8,60,3598.2,0.685,0.054,0.652,3.69,0.441,1,18.2,True,3.4,376,0.507,11,0.5959,0,0.6233,0.3011,0.197,0.4706
AST-001994,OHE,Main_Line,NorthEastern,27.26,45,7.5,0.167,41.7,100,1792.3,0.838,0.496,0.285,3.22,0.551,1,22.7,False,35.4,1823,0.145,23,0.3765,0,0.7241,0.0946,0.5151,0.4311
AST-001995,Track,Main_Line,Northern,34.77,30,32.6,1.088,57.6,130,2996.5,0.374,0.147,0.166,2.76,0.25,0,4.4,True,16.9,1078,0.411,17,0.4482,0,0.7236,0.2902,0.2713,0.4648
AST-001996,Bridge,Yard,Western,33.6,180,135.6,0.753,14.2,80,1698.7,0.484,0.396,0.354,3.55,0.412,0,14.2,True,28.4,599,0.415,3,0.3688,1,0.2992,0.2008,0.1505,0.2732
AST-001997,Level_Crossing,Branch_Line,Northern,1.92,60,160.6,2.677,15.1,80,3122.5,0.366,0.332,0.349,2.85,0.269,0,21.5,False,47.1,713,0.063,14,0.3843,0,0.548,0.7139,0.3537,0.5112
AST-001998,Level_Crossing,Main_Line,Western,6.45,60,168.6,2.81,40.6,80,6144.3,0.509,0.288,0.073,2.79,0.252,0,11.7,False,44.9,1003,0.082,28,0.4923,1,0.7747,0.7493,0.4634,0.6369
AST-001999,Bridge,Main_Line,Central,62.58,180,179.3,0.996,23.3,110,1735.8,0.335,0.393,0.334,2.57,0.357,1,7.3,False,92.7,1796,0.453,13,0.4011,0,0.6189,0.3156,0.516,0.4623
